Kontonummer;Kontenbezeichnung;Kontenkategorie;Kontenunterart;UStVA_Kennzahl;Steuerschluessel;USt_Berichtskategorie;Bilanzposition_Aktiva;Bilanzposition_Passiva;GuV_Position;Handlungshilfe
8780;Gewährte Rabatte - 7/5% USt;Einnahme;Umsatzerlöse (Minderung);86;2;Umsatzerlöse;;;1. Umsatzerlöse (als Minderung);Gewährte Rabatte mit USt-Korrektur (ermäßigter Satz).
8790;Gewährte Rabatte - 19/16% USt;Einnahme;Umsatzerlöse (Minderung);81;3;Umsatzerlöse;;;1. Umsatzerlöse (als Minderung);Gewährte Rabatte mit USt-Korrektur (Regelsatz).
8800;Erlöse aus Anlagenverkäufen (Buchverlust);Einnahme;Anlagenabgang;;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös unter dem Restbuchwert liegt.
8801;Erlöse aus Anlagenverkäufen 19/16% (Buchverlust);Einnahme;Anlagenabgang;81;3;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8800, jedoch mit Umsatzsteuer zum Regelsatz.
8807;Erlöse Sachanlagenverkäufe Drittland, § 4 Nr. 1a UStG (Buchverlust);Einnahme;Anlagenabgang;43;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8800, bei steuerfreier Ausfuhrlieferung.
8808;Erlöse Sachanlageverkäufe EU, § 4 Nr. 1b UStG (bei Buchverlust);Einnahme;Anlagenabgang;41;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8800, bei steuerfreier innergemeinschaftlicher Lieferung.
8820;Erlöse aus Anlagenverkäufen 19/16% (Buchgewinn);Einnahme;Anlagenabgang;81;3;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös über dem Restbuchwert liegt, mit USt zum Regelsatz.
8827;Erlöse aus Verkäufen Sachanlagevermögen Drittland, § 4 Nr. 1a UStG (Buchgewinn);Einnahme;Anlagenabgang;43;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8820, bei steuerfreier Ausfuhrlieferung.
8828;Erlöse aus Verkäufen Sachanlagevermögen EU, § 4 Nr. 1b UStG (Buchgewinn);Einnahme;Anlagenabgang;41;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8820, bei steuerfreier innergemeinschaftlicher Lieferung.
8829;Erlöse aus Anlagenverkäufen (Buchgewinn);Einnahme;Anlagenabgang;;;Erlöse aus Anlagenverkäufen;;;4. Sonstige betriebliche Erträge;Wie 8820, jedoch ohne Umsatzsteuer.
8900;Unentgeltliche Wertabgaben (Erlöse);Einnahme;Eigenverbrauch;;;Eigenverbrauch;;;4. Sonstige betriebliche Erträge;Sammelkonto für den Wert von Privatentnahmen von Waren, Nutzung von PKW etc.
8955;Umsatzsteuervergütungen;Einnahme;Umsatzerlöse;;;Umsatzsteuererstattungen;;;4. Sonstige betriebliche Erträge;Erträge aus der Erstattung ausländischer Vorsteuer.
9000;Saldenvorträge Sachkonten;Saldovortrag;EB-Werte;;;;Technisches Konto;Technisches Konto;Technisches Konto;Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Sachkonten.
9008;Saldenvorträge Debitoren;Saldovortrag;EB-Werte;;;;Technisches Konto;Technisches Konto;Technisches Konto;Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Kundenkonten.
9009;Saldenvorträge Kreditoren;Saldovortrag;EB-Werte;;;;Technisches Konto;Technisches Konto;Technisches Konto;Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Lieferantenkonten.
9090;Summenvortragskonto;Saldovortrag;EB-Werte;;;;Technisches Konto;Technisches Konto;Technisches Konto;Technisches Hilfskonto für den Import von Summen- und Saldenlisten.
9303;Abziehbare Vorsteuer 5% aus innergem. Erwerb;Vorsteuer;Forderungen an Finanzamt (Vorsteuer);61;9;verauslagte Vorsteuern;B.II.4. Sonstige Vermögensgegenstände;;;Abziehbare Vorsteuer aus i.g. Erwerb zum temporär gesenkten ermäßigten Satz (non-standard account number).
9313;Umsatzsteuer 5% innergem. Erwerb;Umsatzsteuer;Umsatzsteuer-Verbindlichkeiten;95;2;vereinnahmte Umsatzsteuer;;D.4. Sonstige Verbindlichkeiten;Umsatzsteuer aus i.g. Erwerb zum temporär gesenkten ermäßigten Satz (non-standard account number).
9314;Umsatzsteuer 7% innergem. Erwerb ohne VSt.-Abzug;Umsatzsteuer;Umsatzsteuer-Verbindlichkeiten;93;2;vereinnahmte Umsatzsteuer;;D.4. Sonstige Verbindlichkeiten;Wie 1772, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).
9333;Umsatzsteuer 5% innergem. Erwerb ohne VSt.-Abzug;Umsatzsteuer;Umsatzsteuer-Verbindlichkeiten;95;2;vereinnahmte Umsatzsteuer;;D.4. Sonstige Verbindlichkeiten;Wie 9313, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).
9334;Umsatzsteuer 16% innergem. Erwerb ohne VSt.-Abzug;Umsatzsteuer;Umsatzsteuer-Verbindlichkeiten;95;3;vereinnahmte Umsatzsteuer;;D.4. Sonstige Verbindlichkeiten;Wie 1786, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).
9336;Umsatzsteuer nach § 13b UStG ohne VSt.-Abzug 16%;Umsatzsteuer;Umsatzsteuer-Verbindlichkeiten;84;3;vereinnahmte Umsatzsteuer;;D.4. Sonstige Verbindlichkeiten;Umsatzsteuer aus §13b-Sachverhalten ohne Vorsteuerabzug, temporär gesenkter Satz (non-standard account number).
9363;Aufzuteilende Vorsteuer aus innergem. Erwerb 5 %;Forderungen;Verrechnungskonto Vorsteuer;;;;B.II.4. Sonstige Vermögensgegenstände;;;Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus i.g. Erwerb (non-standard account number).
9364;Aufzuteilende Vorsteuer aus innergem. Erwerb 16 %;Forderungen;Verrechnungskonto Vorsteuer;;;;B.II.4. Sonstige Vermögensgegenstände;;;Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus i.g. Erwerb (non-standard account number).
9366;Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16 %;Forderungen;Verrechnungskonto Vorsteuer;;;;B.II.4. Sonstige Vermögensgegenstände;;;Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus §13b-Sachverhalten (non-standard account number).
9970;Investitionsabzugsbetrag §7g Abs. 1 EStG, außerbilanziell (Soll);Interimskonto;Statistisches Konto;;;;Statistisches Konto;Statistisches Konto;Statistisches Konto;Außerbilanzielles statistisches Konto zur Verfolgung von Investitionsabzugsbeträgen.
9971;Investitionsabzugsbetrag §7g Abs. 1 EStG, außerbilanziell (Haben; Gegenkto. Zu 9970);Interimskonto;Statistisches Konto;;;;Statistisches Konto;Statistisches Konto;Statistisches Konto;Außerbilanzielles statistisches Gegenkonto zu 9970.
9980;Anteil Belastung auf Verbindlichkeitskonten;Interimskonto;Verrechnungskonto;;;;Technisches Konto;Technisches Konto;Technisches Konto;Technisches Konto für statistische Auswertungen oder Verrechnungen.
9981;Verrechnungskonto für Anteil Belastung der Verbindlichkeitskonten;Interimskonto;Verrechnungskonto;;;;Technisches Konto;Technisches Konto;Technisches Konto;Technisches Gegenkonto zu 9980.
